model,model_org,n,pct_imputed,corr,pct_within_0p5pp,pct_within_2pp,median_abs_dev,brier,brier_market,brier_vs_market
GPT-5.4-Nano-2026-03-17 (zero shot with freeze values),OpenAI,750.0,0.0,0.6993841243680305,4.533333333333333,19.866666666666667,0.08452459640000001,0.184106566,0.11580536467574196,0.06830120132425804
Claude-3-7-Sonnet-20250219 (zero shot),Anthropic,3727.0,0.5868231528407575,0.6993539385460196,6.33217064663268,18.406224845720416,0.10267499999999996,0.11785131546820499,0.05164723844989107,0.06620407701831392
Claude-3-5-Sonnet-20240620 (scratchpad),Anthropic,5402.0,0.8807339449541285,0.6943149660557267,7.071455016660496,15.883006293965199,0.11993625,0.12456864915772642,0.055080889924583966,0.06948775923314246
O3-2025-04-16 (zero shot),OpenAI,1039.0,0.28790786948176583,0.6928049160876191,13.185755534167468,31.087584215591917,0.04825,0.0965215247978922,0.047470567734087254,0.04905095706380494
GPT-5-Nano-2025-08-07 (zero shot with freeze values),OpenAI,2226.0,0.08976660682226212,0.689993241745089,9.973045822102426,25.247079964061097,0.0744127785,0.13694912144915086,0.07753929449624568,0.059409826952905184
Claude-3-5-Sonnet-20240620 (zero shot),Anthropic,5850.0,1.5648662291771833,0.6882810270618482,8.547008547008547,21.247863247863247,0.10986449455000001,0.1269372350188166,0.05452640037440574,0.07241083464441087
GLM-4.5-Air-FP8 (scratchpad),Z.ai,328.0,21.34292565947242,0.6880644877319156,6.707317073170732,17.98780487804878,0.12602452155,0.1024460854950122,0.0534191958403807,0.049026889654631506
GPT-4o-2024-05-13 (scratchpad),OpenAI,3090.0,0.3547242824895195,0.6869974817367435,4.82200647249191,12.168284789644012,0.13926,0.12670144881253237,0.05640588275605796,0.07029556605647441
bigdipper,Anonymous 1,112.0,0.0,0.6864865450157349,23.214285714285715,43.75,0.03,0.09671641517857142,0.04600278536069262,0.0507136298178788
GPT-4-0613 (scratchpad with freeze values),OpenAI,557.0,1.5901060070671376,0.6861361169619415,20.646319569120287,36.08617594254937,0.0461,0.13729638579933326,0.06967064843079229,0.06762573736854097
Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad),Meta,880.0,1.1235955056179776,0.6855132495516874,2.9545454545454546,8.068181818181818,0.15912500000000002,0.13366823757681817,0.06907840571930084,0.06458983185751734
Gemini-1.5-Pro (scratchpad with freeze values),Google,557.0,1.5901060070671376,0.684159556506312,7.360861759425494,20.107719928186714,0.11001999999999999,0.14021769350089766,0.06972154726735265,0.07049614623354501
Llama-3.3-70B-Instruct-Turbo (scratchpad),Meta,3026.0,1.753246753246753,0.6841107786289791,5.089226701916721,13.317911434236615,0.17409110539999995,0.12199521918790482,0.05426906824969448,0.06772615093821034
Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad),Meta,1707.0,2.2336769759450172,0.6838552932802149,3.397773872290568,8.904510837727006,0.16499999999999998,0.12647272006444055,0.06192627992365798,0.06454644014078256
Qwen2.5-72B-Instruct-Turbo (scratchpad),Qwen,889.0,0.11235955056179776,0.6833062735252067,2.5871766029246346,7.986501687289089,0.1612997814,0.146619377424072,0.06840376310682521,0.07821561431724679
Llama-4-Scout-17B-16E-Instruct (zero shot with freeze values),Meta,2167.0,0.8237986270022883,0.681763913825018,5.583756345177665,21.550530687586527,0.07758749999999999,0.1218784273109197,0.0569182887598036,0.0649601385511161
Mistral-Large-Latest (zero shot with freeze values),Mistral AI,566.0,0.0,0.6808125848790736,13.074204946996467,29.681978798586574,0.053806460699999996,0.16099628813312034,0.06865833261831336,0.09233795551480697
Llama-4-Scout-17B-16E-Instruct (scratchpad),Meta,1725.0,1.202749140893471,0.6791449049837,4.231884057971015,11.594202898550725,0.144015,0.12044597441310144,0.0617909917390597,0.05865498267404174
"LLM Crowd (gpt-4o, claude-3.5-sonnet, gemini-1.5-pro) geometric mean with news",ForecastBench,239.0,57.773851590106005,0.6790930393461279,0.8368200836820083,4.184100418410042,0.1853126419,0.12374988571235253,0.06496911602463619,0.05878076968771634
Qwen2.5-72B-Instruct-Turbo (zero shot),Qwen,890.0,0.0,0.675567070795313,1.0112359550561798,5.730337078651685,0.14235676430000002,0.1444805617977528,0.06832977323325012,0.07615078856450266
GPT-4-Turbo-2024-04-09 (zero shot),OpenAI,2388.0,0.6655574043261231,0.6743170091122604,4.941373534338359,14.112227805695143,0.1174995641,0.1376861951821608,0.06440012633507035,0.07328606884709045
Kimi-K2.5 (zero shot),Moonshot,87.0,88.08219178082192,0.6731996970238224,4.597701149425287,18.39080459770115,0.081999882,0.20209340229885053,0.11585008209928851,0.08624332019956202
"LLM Crowd (gpt-4o, claude-3.5-sonnet, gemini-1.5-pro) geometric mean log odds with news",ForecastBench,239.0,57.773851590106005,0.6718595254302223,0.8368200836820083,3.3472803347280333,0.206332171,0.13331618725166258,0.06496911602463619,0.06834707122702639
"LLM Crowd (gpt-4o, claude-3.5-sonnet, gemini-1.5-pro) median with news",ForecastBench,239.0,57.773851590106005,0.6697418917666841,1.2552301255230125,4.184100418410042,0.19933025000000001,0.13337298027005018,0.06496911602463619,0.06840386424541399
Mistral-Large-2411 (zero shot),Mistral,1342.0,0.5189028910303929,0.6660756411638055,6.482861400894188,15.201192250372578,0.12285125,0.12708976929962743,0.050170279663588765,0.07691948963603866
Qwen1.5-110B-Chat (zero shot with freeze values),Qwen,552.0,2.4734982332155475,0.6647235059128166,17.934782608695652,32.065217391304344,0.04605,0.1598791885283103,0.06851926638267154,0.09135992214563875
Claude-3-Opus-20240229 (zero shot),Anthropic,2394.0,0.4159733777038269,0.663261139228023,8.521303258145362,17.33500417710944,0.12258270199999999,0.14683912278721806,0.06424331374760105,0.08259580903961701
GPT-4o (zero shot with freeze values),OpenAI,561.0,0.88339222614841,0.6617186910287677,29.76827094474153,49.73262032085562,0.020000000000000018,0.15308702658412718,0.06891735151013817,0.08416967507398901
GPT-4-Turbo-2024-04-09 (scratchpad with news),OpenAI,561.0,0.88339222614841,0.6604856366062932,2.6737967914438503,7.130124777183601,0.1627371114,0.1428712295187166,0.06922449471443437,0.07364673480428224
Kimi-K2-Thinking (zero shot),Moonshot,209.0,69.88472622478386,0.6571739554746168,12.918660287081341,40.66985645933015,0.034999999999999976,0.09274161282296652,0.050849289467954015,0.0418923233550125
Gemini-1.5-Pro (scratchpad with news with freeze values),Google,553.0,2.2968197879858656,0.6495522997566148,7.414104882459313,14.647377938517177,0.13240000000000002,0.1417086750457505,0.06811564728358743,0.07359302776216306
GPT-4.1-2025-04-14 (zero shot),OpenAI,4047.0,1.0029354207436398,0.6489924766369198,10.007412898443292,27.501853224610823,0.07090213349999999,0.1333412948020267,0.0641066323661115,0.0692346624359152
Mistral-Large-Latest (scratchpad with freeze values),Mistral AI,565.0,0.17667844522968199,0.6456589350915922,5.132743362831858,13.805309734513274,0.13483,0.15145516880301993,0.06877143134750507,0.08268373745551486
Kimi-K2-Instruct (zero shot),Moonshot,1538.0,1.9757807520713833,0.6421327231662739,4.616384915474643,13.263979193758127,0.1112,0.12452982862808844,0.04923419015172392,0.07529563847636452
GPT-4o-2024-05-13 (zero shot),OpenAI,2839.0,8.448887455659465,0.6403476773502467,2.85311729482212,14.934836209933074,0.13470134749999998,0.12927949079605494,0.05181501846619305,0.0774644723298619
GPT-5-2025-08-07 (zero shot),OpenAI,635.0,0.3139717425431711,0.6355508221423429,12.598425196850393,31.496062992125985,0.05484,0.11352312393700786,0.04820989023286464,0.06531323370414321
Llama-3-70b-Chat-Hf (zero shot),Meta,1505.0,0.59445178335535,0.6349582204291513,3.388704318936877,12.29235880398671,0.17076,0.14893679621262657,0.061798068399779055,0.08713872781284751
GPT-4o-2024-05-13 (zero shot with freeze values),OpenAI,3087.0,0.4514672686230248,0.6329474562921464,37.90087463556851,57.013281503077415,0.011754100900000009,0.1302126687879191,0.05581588337108252,0.07439678541683657
GPT-4o-2024-11-20 (zero shot with web search),OpenAI,448.0,3.0303030303030303,0.631913215262538,5.580357142857143,21.651785714285715,0.07532987499999999,0.14443179398908929,0.0395472487553421,0.10488454523374718
Kimi-K2-Instruct (scratchpad),Moonshot,901.0,0.9890109890109889,0.6291089062720682,6.8812430632630415,18.64594894561598,0.096282,0.1158871338107658,0.05456347162745166,0.06132366218331414
GPT-4-Turbo-2024-04-09 (superforecaster with news 3),OpenAI,563.0,0.5300353356890459,0.6187282715683516,1.9538188277087036,5.328596802841918,0.16499999999999998,0.15204938971580817,0.06897851266556902,0.08307087705023915
GPT-4o (scratchpad with news),OpenAI,564.0,0.35335689045936397,0.6182473753108696,4.25531914893617,13.47517730496454,0.139734576,0.1477890465602837,0.06889336650707412,0.07889568005320957
Gemini-2.0-Flash-Lite-001 (zero shot),Google,827.0,0.12077294685990338,0.6153005420398876,4.2321644498186215,12.93833131801693,0.09277539690000003,0.12481960126964933,0.041797919743134924,0.0830216815265144
Mixtral-8x7B-Instruct-V0.1 (zero shot with freeze values),Mistral AI,566.0,0.0,0.611046093323135,19.081272084805654,34.45229681978799,0.03928602415,0.1527784800319195,0.06865833261831336,0.08412014741360613
Gemini-1.5-Flash (scratchpad with freeze values),Google,562.0,0.7067137809187279,0.6000797826269826,10.85409252669039,22.419928825622776,0.10552904375,0.16579901695729535,0.06910952081919794,0.09668949613809741
GPT-4o (scratchpad with SECOND news),OpenAI,563.0,0.5300353356890459,0.5982348009905105,4.440497335701599,11.72291296625222,0.14598977999999999,0.1490581638543517,0.06897851266556902,0.08007965118878267
Claude-3-Opus-20240229 (scratchpad),Anthropic,2365.0,1.622296173044925,0.5955846174958122,1.5644820295983086,5.3276955602537,0.195,0.16471860489667028,0.06439370141169248,0.1003249034849778
Qwen1.5-110B-Chat (scratchpad with news with freeze values),Qwen,562.0,0.7067137809187279,0.595136828217384,3.3807829181494666,9.786476868327403,0.14511374999999999,0.16396328109541813,0.06910132084007972,0.09486196025533841
Claude-3-5-Sonnet-20240620 (scratchpad with news),Anthropic,563.0,0.5300353356890459,0.5933610718451197,7.992895204262878,16.873889875666073,0.15675712,0.16393123831261106,0.06901566430743182,0.09491557400517923
GPT-4o (scratchpad),OpenAI,560.0,1.0600706713780919,0.5915779489740186,4.285714285714286,11.071428571428571,0.15000000000000002,0.15087497866071428,0.06924684739059564,0.08162813127011864
Mixtral-8x22B-Instruct-V0.1 (scratchpad with freeze values),Mistral AI,564.0,0.35335689045936397,0.5883838819937087,8.865248226950355,20.212765957446805,0.10502000000000003,0.15110308815376605,0.06745269206847503,0.08365039608529103
GPT-4-Turbo-2024-04-09 (scratchpad),OpenAI,2389.0,0.6239600665557404,0.5870416795266165,2.6370866471326915,6.3206362494767685,0.1735,0.14854086605483466,0.06437460564175582,0.08416626041307884
Mistral-Large-2407 (scratchpad),Mistral,3099.0,0.06449532408900355,0.5843930363105977,0.8712487899322363,4.582123265569538,0.2174,0.16332634321071313,0.05624177315763817,0.10708457005307495
gpt-5-nano-2025-08-07-zero-shot-with-freeze-values,OpenAI,99.0,0.0,0.5823198548868717,5.05050505050505,22.22222222222222,0.10880802979999998,0.19439057868686868,0.07693239834954944,0.11745818033731924
Qwen1.5-110B-Chat (scratchpad),Qwen,565.0,0.17667844522968199,0.5808689797383333,0.7079646017699115,5.132743362831858,0.21930000000000005,0.1702482300884956,0.06877143134750507,0.10147679874099053
Gemini-2.5-Pro-Preview-03-25 (zero shot),Google,154.0,64.59770114942529,0.579518066162552,11.688311688311687,30.519480519480517,0.06472383635000002,0.12157773175324675,0.05833303268902701,0.06324469906421974
GPT-4o (superforecaster with news 3),OpenAI,565.0,0.17667844522968199,0.578676166438628,2.47787610619469,7.964601769911504,0.18038125,0.165440237539823,0.06877143134750507,0.09666880619231794
Claude-Opus-4-1-20250805 (zero shot),Anthropic,1745.0,19.212962962962962,0.5779028090476962,8.137535816618911,23.266475644699142,0.10534080619999997,0.13698990760744986,0.06625644429908117,0.07073346330836869
Claude-3-5-Sonnet-20240620 (superforecaster with news 3),Anthropic,563.0,0.5300353356890459,0.5757858421332857,6.394316163410302,13.676731793960922,0.16437500000000002,0.16966660175408527,0.06902008534092424,0.10064651641316102
GPT-4o (superforecaster with news 1),OpenAI,564.0,0.35335689045936397,0.5707779172034655,4.964539007092199,15.070921985815602,0.12034131840000001,0.15404612383287056,0.06889908881705561,0.08514703501581494
GPT-4-0613 (scratchpad),OpenAI,559.0,1.2367491166077738,0.5639913854842458,1.9677996422182469,5.545617173524151,0.21273711139999998,0.16152504830053668,0.0694720962943496,0.09205295200618709
GPT-4-Turbo-2024-04-09 (superforecaster with news 1),OpenAI,561.0,0.88339222614841,0.5610599291217585,2.3172905525846703,7.308377896613191,0.16110000000000002,0.1651673247395722,0.06926158503773161,0.0959057397018406
Claude-Sonnet-4-5-20250929 (zero shot),Anthropic,1754.0,0.0,0.5608790601620908,5.245153933865451,18.187001140250857,0.11579999999999999,0.165274760000057,0.084056913156451,0.081217846843606
Claude-Sonnet-4-20250514 (zero shot),Anthropic,1004.0,44.191217342968315,0.5605589291221953,4.183266932270916,14.641434262948207,0.12,0.11693184141185259,0.05031288314446574,0.06661895826738684
Claude-Sonnet-4-20250514 (zero shot with freeze values),Anthropic,1678.0,6.725958866036687,0.5579044715741005,24.195470798569726,47.794994040524436,0.023711273700000007,0.13220913640557638,0.04768861602111298,0.0845205203844634
Qwen1.5-110B-Chat (zero shot),Qwen,553.0,2.2968197879858656,0.5568241515681528,1.62748643761302,5.424954792043399,0.18038125,0.18462861663652805,0.06679083645715748,0.11783778017937056
Gemini-2.5-Pro (zero shot),Google,1809.0,1.2015292190060076,0.5567843922941494,8.7893864013267,25.096738529574353,0.082057,0.15169770305906355,0.0709090932089525,0.08078860985011105
Claude-3-5-Sonnet-20240620 (superforecaster with news 1),Anthropic,563.0,0.5300353356890459,0.5527163924632604,4.085257548845471,12.078152753108348,0.1557934205,0.171644538519119,0.06902411469025542,0.10262042382886359
Claude-Opus-4-5-20251101 (zero shot),Anthropic,335.0,0.2976190476190476,0.5515928646018874,6.26865671641791,28.65671641791045,0.0675,0.1069536746567164,0.043566628115538714,0.06338704654117769
claude-opus-4-8-adaptive-thinking-high-24000,Anthropic,99.0,0.0,0.5511068468324488,4.040404040404041,20.2020202020202,0.10099999999999998,0.21564040404040402,0.07693239834954944,0.13870800569085456
Mistral-Large-2411 (scratchpad),Mistral,1346.0,0.2223869532987398,0.550165096567779,1.337295690936107,4.680534918276375,0.20727004289999995,0.1532864487369985,0.05003109836966368,0.10325535036733482
Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),Anthropic,564.0,0.35335689045936397,0.5494853474506595,7.801418439716312,14.00709219858156,0.169469152,0.17387889556773053,0.06886471606981348,0.10501417949791705
Claude-3-Opus-20240229 (scratchpad with news with freeze values),Anthropic,564.0,0.35335689045936397,0.5488279128896104,2.4822695035460995,6.028368794326241,0.185,0.18710590774706473,0.06890173148175376,0.11820417626531098
grok-4.3,xAI,97.0,2.0202020202020203,0.547182391375004,4.123711340206185,15.463917525773196,0.13119197020000004,0.2120786082474227,0.07564002511964324,0.13643858312777946
Grok-4-1-Fast-Reasoning (zero shot),xAI,1171.0,1.9262981574539362,0.5461358919683921,6.31938514090521,22.715627668659266,0.09499999999999997,0.16820167976942785,0.08400802340832059,0.08419365636110726
Gemini-1.5-Flash (scratchpad with news with freeze values),Google,560.0,1.0600706713780919,0.5458982416161741,5.357142857142857,14.821428571428571,0.13981112624999997,0.17218975046428572,0.06727558105523111,0.10491416940905461
Mixtral-8x22B-Instruct-V0.1 (zero shot),Mistral AI,564.0,0.35335689045936397,0.5453770998473655,5.319148936170213,11.347517730496454,0.15518874999999996,0.18820503187996632,0.06889331911780207,0.11931171276216425
Gemini-2.5-Flash (zero shot),Google,1004.0,1.953125,0.5448976611447964,13.147410358565736,33.56573705179283,0.04752225555000001,0.12696002704018794,0.04642860410681325,0.08053142293337469
glm-5.2,Z.ai,66.0,33.33333333333333,0.5425734385946434,6.0606060606060606,19.696969696969695,0.13124999999999998,0.1648166666666667,0.05266496468920684,0.11215170197745986
Llama-3-8b-Chat-Hf (zero shot with freeze values),Meta,1015.0,0.0,0.5425626661709457,14.482758620689657,28.472906403940883,0.08573316390000002,0.1402689170512548,0.0684226000004312,0.0718463170508236
Grok-4-Fast-Reasoning (zero shot),xAI,1051.0,0.9425070688030159,0.5414838228237625,5.99429115128449,20.456707897240722,0.0995,0.13799768509990484,0.060523306408793894,0.07747437869111096
Grok-4.20-Beta-0309-Non-Reasoning (zero shot with freeze values),xAI,246.0,0.0,0.5408528480414156,4.471544715447155,13.008130081300814,0.1195,0.23987157658536587,0.11711929797567383,0.12275227860969204
Gemini-3-Pro-Preview (zero shot),Google,689.0,0.7204610951008645,0.5367498214122463,11.030478955007258,31.78519593613933,0.05093842550000001,0.12371188098708272,0.057723216533177316,0.0659886644539054
GPT-4o (zero shot),OpenAI,538.0,4.946996466431095,0.5365347813675211,3.5315985130111525,12.0817843866171,0.16198,0.16873764672862454,0.06480495256567737,0.10393269416294718
GLM-4.6 (zero shot),Z.ai,72.0,83.96436525612472,0.5321739531201692,9.722222222222223,34.72222222222222,0.04516374244999996,0.08366109750138888,0.022754837307604314,0.06090626019378456
Claude-Haiku-4-5-20251001 (zero shot),Anthropic,1811.0,0.0,0.5320303352063707,4.030922142462727,14.522363335173939,0.12,0.16963550856985093,0.0830942741040579,0.08654123446579304
Grok-4.20-0309-Non-Reasoning (zero shot with freeze values),xAI,504.0,0.0,0.5314442627824943,2.7777777777777777,15.277777777777779,0.10555768735000004,0.22976904761904762,0.11516404008887045,0.11460500753017717
glm-5.1,Z.ai,52.0,13.333333333333334,0.5292571074885701,9.615384615384617,15.384615384615385,0.11275855919999997,0.20983703846153848,0.06903671949184587,0.1408003189696926
Grok-4-0709 (zero shot),xAI,662.0,1.046337817638266,0.5234960572447752,7.7039274924471295,23.26283987915408,0.08329999999999999,0.10707745159082326,0.04261871343008184,0.06445873816074141
Gemini-1.5-Pro (scratchpad with news),Google,556.0,1.76678445229682,0.5222439788043693,2.338129496402878,8.81294964028777,0.190261,0.1630014910791367,0.06876941210458158,0.09423207897455511
GPT-3.5-Turbo-0125 (zero shot with freeze values),OpenAI,566.0,0.0,0.5190165235517032,16.07773851590106,30.918727915194346,0.08031542400000002,0.2498097625106682,0.06865833261831336,0.18115142989235483
Gemini-1.5-Flash (zero shot),Google,558.0,1.4134275618374559,0.5140064294099248,3.584229390681003,9.13978494623656,0.20490791845,0.20662104121863797,0.06876589361342088,0.1378551476052171
GPT-5-Mini-2025-08-07 (zero shot),OpenAI,2223.0,0.2244165170556553,0.5134352037115296,4.273504273504273,15.294646873594242,0.1185,0.1676772026616768,0.07755617970564718,0.09012102295602961
Claude-3-Opus-20240229 (superforecaster with news 2),Anthropic,566.0,0.0,0.5094025389658375,3.0035335689045937,9.010600706713781,0.18616561175000002,0.19768435351625444,0.06865833261831336,0.12902602089794107
orion,Anonymous 1,165.0,0.0,0.5039020965952463,9.696969696969697,30.909090909090907,0.0625,0.11032341818181819,0.056455013722577885,0.05386840445924031
Claude-Opus-4-6 (zero shot),Anthropic,688.0,0.0,0.5017413092107341,3.488372093023256,14.680232558139537,0.15005000000000002,0.22435998297965118,0.11181311885577695,0.11254686412387423
Gemini-1.5-Pro (scratchpad),Google,558.0,1.4134275618374559,0.5013246136207772,3.225806451612903,5.913978494623656,0.20849,0.1680178870967742,0.06953435783599023,0.09848352926078398
claude-sonnet-5-adaptive-thinking-16000,Anthropic,99.0,0.0,0.49845108565833646,1.0101010101010102,16.161616161616163,0.11024427079999999,0.22015959595959597,0.07693239834954944,0.14322719761004654
GPT-4o (superforecaster with news 2),OpenAI,565.0,0.17667844522968199,0.4962546337927841,4.424778761061947,12.743362831858407,0.16976854400000002,0.19333932719864425,0.0687428316306909,0.12459649556795334
Claude-3-5-Sonnet-20240620 (superforecaster with news 2),Anthropic,563.0,0.5300353356890459,0.49585777544681514,6.571936056838366,12.788632326820604,0.2163467254,0.20713761820604087,0.06902002499794833,0.13811759320809253
GLM-5 (zero shot),Z.ai,404.0,22.456813819577732,0.49565746095159563,2.2277227722772275,12.376237623762377,0.13407486204999997,0.216312247525,0.10418075987096519,0.11213148765403481
GPT-5.5-2026-04-23 (zero shot),OpenAI,295.0,0.0,0.495337262983667,3.050847457627119,12.54237288135593,0.14857408960000001,0.21274500776271185,0.09260631978422249,0.12013868797848937
Mixtral-8x22B-Instruct-V0.1 (zero shot with freeze values),Mistral AI,566.0,0.0,0.49409741474313246,12.54416961130742,29.151943462897528,0.06088897585,0.19314799458391188,0.06865833261831336,0.12448966196559852
claude-opus-4-7-1024,Anthropic,99.0,0.0,0.4881689291424854,5.05050505050505,20.2020202020202,0.14450000000000007,0.22673535353535348,0.07693239834954944,0.14980295518580405
Claude-Opus-4-7 (zero shot),Anthropic,295.0,0.0,0.4813193959271507,4.745762711864407,13.898305084745763,0.12000000000000002,0.23250889830508475,0.09260631978422249,0.13990257852086227
Gemini-1.5-Flash (superforecaster with news 2),Google,340.0,39.92932862190813,0.4799225842610225,0.29411764705882354,4.705882352941177,0.21388315715000003,0.22650066176470585,0.07814041823400564,0.1483602435307002
Gemini-1.5-Pro (superforecaster with news 3),Google,559.0,1.2367491166077738,0.47818271896062653,2.3255813953488373,5.366726296958855,0.21897499999999998,0.17221531750339894,0.06950684130441229,0.10270847619898665
Mixtral-8x22B-Instruct-V0.1 (scratchpad with news with freeze values),Mistral AI,564.0,0.35335689045936397,0.4775047077066386,2.8368794326241136,6.560283687943262,0.21813753705,0.1911634930968163,0.068900141242115,0.12226335185470129
GPT-4-0613 (zero shot),OpenAI,561.0,0.88339222614841,0.47525267589450526,1.9607843137254901,6.417112299465241,0.23500000000000001,0.19369009629233513,0.06922297612141497,0.12446712017092017
GPT-5-Nano-2025-08-07 (zero shot),OpenAI,2221.0,0.3141831238779174,0.4731505587354432,4.8626744709590275,14.588023412877082,0.135,0.16845549452112585,0.07770966942018782,0.09074582510093802
Llama-3-70b-Chat-Hf (scratchpad),Meta,1511.0,0.19815059445178335,0.4718809241346376,1.786896095301125,5.823957643944408,0.26,0.18662186102581074,0.061538854667470694,0.12508300635834005
Kimi-K2-Instruct-0905 (zero shot),Moonshot,772.0,1.7811704834605597,0.47106067274638974,4.145077720207254,18.393782383419687,0.0785,0.11844193914507771,0.04506859219926397,0.07337334694581374
Qwen1.5-110B-Chat (scratchpad with news),Qwen,564.0,0.35335689045936397,0.46962140614507675,1.2411347517730498,4.078014184397164,0.23505375,0.18791108157801423,0.06890180185298603,0.1190092797250282
claude-opus-4-8-1024,Anthropic,99.0,0.0,0.4686806945606249,3.0303030303030303,15.151515151515152,0.13049999999999998,0.23256666666666664,0.07693239834954944,0.15563426831711719
Mistral-Large-Latest (zero shot),Mistral AI,566.0,0.0,0.4674991374901436,0.35335689045936397,6.18374558303887,0.2239288682,0.20302609363957597,0.06865833261831336,0.1343677610212626
Claude-3-Opus-20240229 (scratchpad with news),Anthropic,564.0,0.35335689045936397,0.46569110419982435,0.8865248226950355,4.25531914893617,0.26328971385,0.20473475177304967,0.06890172110542397,0.1358330306676257
GLM-5.1 (zero shot),Z.ai,518.0,16.853932584269664,0.46416045202569184,5.212355212355212,14.671814671814673,0.15025000000000002,0.24158504826254826,0.11319614132316634,0.12838890693938193
Claude-3-Opus-20240229 (superforecaster with news 1),Anthropic,561.0,0.88339222614841,0.4638440495534347,2.4955436720142603,8.19964349376114,0.207125,0.18644131701571123,0.06923746618511997,0.11720385083059126
Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),Qwen,2272.0,41.078838174273855,0.46337991833061487,25.308098591549292,47.66725352112676,0.0236,0.15029945935427275,0.052115327201004424,0.09818413215326832
claude-sonnet-4-6-1024,Anthropic,99.0,0.0,0.4596658748875032,4.040404040404041,13.131313131313133,0.1745000000000001,0.20076060606060608,0.07693239834954944,0.12382820771105664
Claude-Opus-4-8 (zero shot),Anthropic,193.0,0.0,0.4594199296227962,3.6269430051813467,14.507772020725387,0.12188964999999996,0.23434572538860102,0.08273241983983592,0.1516133055487651
Mistral-Large-Latest (scratchpad),Mistral AI,566.0,0.0,0.45893031147464164,0.7067137809187279,3.7102473498233217,0.2391266996,0.1907552230565371,0.06865833261831336,0.12209689043822375
Mixtral-8x7B-Instruct-V0.1 (scratchpad with freeze values),Mistral AI,426.0,24.73498233215548,0.45797093662489163,4.225352112676056,11.737089201877934,0.1669625,0.2151287005066217,0.06383403393500588,0.15129466657161583
Qwen1.5-110B-Chat (superforecaster with news 3),Qwen,565.0,0.17667844522968199,0.45543101152781723,0.7079646017699115,3.5398230088495577,0.2453244406,0.19388042355752216,0.0687798517769908,0.12510057178053136
GPT-5.2-2025-12-11 (zero shot),OpenAI,906.0,0.33003300330033003,0.4546250727515078,3.7527593818984544,13.245033112582782,0.16435,0.21636833580574394,0.1088444101893424,0.10752392561640153
Gemini-1.5-Pro (zero shot),Google,271.0,52.120141342756185,0.4525533761425435,4.059040590405904,9.96309963099631,0.13583231070000001,0.18539261992619926,0.0798240015198382,0.10556861840636106
GPT-5.1-2025-11-13 (zero shot),OpenAI,1164.0,2.512562814070352,0.45157083250819535,4.123711340206185,15.721649484536082,0.15925,0.1972323883591074,0.08459478072775194,0.11263760763135545
GLM-4.5-Air-FP8 (zero shot),Z.ai,615.0,3.453689167974882,0.4481052056465114,4.390243902439024,16.260162601626014,0.13,0.1521738763113821,0.04916944164218454,0.10300443466919756
grok-4.20-0309-non-reasoning-zero-shot-with-freeze-values,xAI,99.0,0.0,0.4473072422317593,3.0303030303030303,16.161616161616163,0.07599999999999996,0.20609797979797984,0.07693239834954944,0.12916558144843038
gpt-5.5-2026-04-23,OpenAI,99.0,0.0,0.44587088685436665,3.0303030303030303,16.161616161616163,0.18999999999999995,0.21229139393939395,0.07693239834954944,0.1353589955898445
Gemini-1.5-Flash (scratchpad),Google,559.0,1.2367491166077738,0.44228293680384895,1.4311270125223614,6.082289803220036,0.20500000000000002,0.18845688910554562,0.06945989903691722,0.11899699006862839
Qwen3-235B-A22B-Fp8-Tput (zero shot),Qwen,1188.0,69.1908713692946,0.44226552613986747,6.228956228956229,17.929292929292927,0.119,0.13022045445319866,0.04520480380300481,0.08501565065019384
Claude-3-Opus-20240229 (superforecaster with news 3),Anthropic,565.0,0.17667844522968199,0.4408915845355858,2.6548672566371683,6.1946902654867255,0.2451275,0.2057714228185841,0.06877978154330154,0.13699164127528257
vega,Anonymous 1,429.0,0.46403712296983757,0.437738050854683,6.75990675990676,22.144522144522146,0.11299999999999999,0.13804839860139861,0.03617676584778006,0.10187163275361855
Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot),Meta,753.0,65.53775743707094,0.43221552958992326,2.6560424966799467,11.288180610889773,0.11459217429999999,0.13995924224767595,0.05840905737132997,0.08155018487634598
gemma-4-31b-it,Google DeepMind,86.0,13.131313131313133,0.42950830881842167,6.976744186046512,16.27906976744186,0.14525,0.22443868604651157,0.06559458097803166,0.1588441050684799
Grok-4.3 (zero shot),xAI,396.0,0.2518891687657431,0.4274161525356168,3.2828282828282833,11.616161616161616,0.15000000000000002,0.2336247525252525,0.10678147124476346,0.12684328128048905
Gemma-4-31B-It (zero shot),Google,532.0,14.606741573033707,0.4227688638707755,3.195488721804511,11.090225563909774,0.15999999999999995,0.24529682710526315,0.1147238591098544,0.13057296799540874
Gemini-1.5-Flash (scratchpad with news),Google,562.0,0.7067137809187279,0.422010535054715,1.0676156583629894,6.049822064056939,0.210793,0.19149097153024913,0.06801962408528367,0.12347134744496546
claude-sonnet-4-6-adaptive-thinking-16000,Anthropic,99.0,0.0,0.420152640684497,4.040404040404041,12.121212121212121,0.19101545840000003,0.2112838383838384,0.07693239834954944,0.13435144003428895
