model,n,mean_adj,lo,hi,verdict
voicetree-axiom-0,103,0.004018697381960795,-0.009032849808551577,0.018560777384464662,indistinguishable
voicetree-axiom-1,103,0.0024972559107860367,-0.00969628550607789,0.016649007130319363,indistinguishable
voicetree-axiom-2,103,0.004992537668387977,-0.004214463869558212,0.01670740456870662,indistinguishable
voicetree-decisionflow-v0,119,-0.0028731326960587406,-0.008671642842048018,0.002676528071387366,indistinguishable
voicetree-decisionflow-v0_green,119,-0.003187077035645925,-0.009909572622435948,0.001917307239300522,indistinguishable
voicetree-decisionflow-v0_red,119,-0.0009161991091421903,-0.008600348201767378,0.006441000691254939,indistinguishable
voicetree-decisionflow-v1,107,-0.0003287204168539565,-0.005713155346974783,0.004943904670990049,indistinguishable
voicetree-decisionflow-v1_scurve,107,-0.0004643143166016187,-0.008162071528471366,0.006419303326090064,indistinguishable
voicetree-decisionflow-v1_scurve_inverse,107,0.00033232080780959823,-0.015513641373700492,0.01474017306735287,indistinguishable
wyrm-warlord-nano,90,0.027325401764118955,0.006510030957938695,0.05151520881386097,below market
yellow mouse,147,0.005774935176484783,-0.01070963860957129,0.021083210967334946,indistinguishable
